﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-79.91575840000001563 32.7530179999999973),19803,45019,Melton Peter Demetre Park,Park and Recreation Area,9362,25
Point (-79.84366590000001906 32.75582780000002003),19844,45019,Station 18 Beach,Beach,9357,16
Point (-80.1613320000000158 32.75612690000002658),19856,45019,The Links at Stono Ferry,Golf Course,9911,24
Point (-79.84223270000001094 32.7561731999999779),19857,45019,Station 18 1/2,Beach,9357,14
Point (-79.84123160000001462 32.75657000000001062),19867,45019,Station 19 Sullivan's Island,Beach,9357,28
Point (-79.99477949999999282 32.75660759999999527),19868,45019,Charleston Municipal Golf Course,Golf Course,9911,32
Point (-79.84691880000002584 32.75685329999998885),19878,45019,Sand Dunes Club,Beach,9357,15
Point (-79.8521994000000177 32.75695020000000568),19880,45019,Station 16,Beach,9357,10
Point (-79.85709480000002713 32.75735400000002073),19888,45019,Station 13,Beach,9357,10
Point (-79.85888640000001715 32.7592371000000071),19928,45019,Station 12,Beach,9357,10
Point (-79.85752150000001848 32.7594134000000281),19929,45019,Fort Moultrie National Monument,Park and Recreation Area,9362,31
Point (-79.83928700000001299 32.76190100000002303),19956,45019,J Marshall Stith Park,Park and Recreation Area,9362,21
Point (-79.83914720000001353 32.76193719999997711),19957,45019,J Marshall Smith Park,Amusement Park,9902,21
Point (-79.8629415999999992 32.76357439999998178),19974,45019,Sullivans Island Station 9,Beach,9357,26
Point (-79.96438840000001846 32.76535940000002256),20041,45019,Country Club of Charleston,Golf Course,9911,26
Point (-79.97386929999998983 32.76727870000001985),20061,45019,Wappoo Cut Boat Landing,Amusement Park,9902,23
Point (-79.81786990000000515 32.76753259999998136),20071,45019,Station 29 Sullivan's Island,Beach,9357,28
Point (-79.99269950000001472 32.76793440000000146),20075,45019,Plymouth Park,Park and Recreation Area,9362,13
Point (-79.93017600000001721 32.76982620000001134),20088,45019,White Point Garden,Park and Recreation Area,9362,18
Point (-79.93212299999999004 32.77037400000000389),20095,45019,White Point Gardens,Park and Recreation Area,9362,19
Point (-79.81465550000001485 32.77140350000001945),20110,45019,Sullivans Island,Beach,9357,16
Point (-79.81462970000001178 32.77150080000001253),20112,45019,Station 32 Sullivan's Island,Beach,9357,28
Point (-79.93008489999999711 32.77154560000002448),20113,45019,The Calhoun Mansion,Amusement Park,9902,19
Point (-79.92756680000002234 32.77235450000000583),20126,45019,High Battery Park,Park and Recreation Area,9362,17
Point (-79.94324149999999918 32.77334619999999177),20139,45019,Cheney Park,Park and Recreation Area,9362,11
Point (-79.92712430000000268 32.77418049999999994),20148,45019,Hazel Parker Playground,Park and Recreation Area,9362,23
Point (-79.94152300000001787 32.77439809999998488),20150,45019,Horse Lot Park,Park and Recreation Area,9362,14
Point (-79.81446870000002036 32.77490399999999227),20156,45019,Thomson Park,Beach,9357,12
Point (-79.81443269999999757 32.77493299999997589),20159,45019,Breach Inlet,Beach,9357,12
Point (-79.92535900000001448 32.77563300000002755),20167,45019,Joe Riley Waterfront Park,Park and Recreation Area,9362,25
Point (-79.9420374000000038 32.77569240000002537),20168,45019,Moultrie Playground,Amusement Park,9902,19
Point (-79.93971010000001343 32.77574409999999716),20169,45019,Rutledge and Broad Street,Park and Recreation Area,9362,25
Point (-79.93631260000000793 32.77586250000001655),20171,45019,New St Mini Park,Park and Recreation Area,9362,16
Point (-79.93115299999999479 32.7767549999999801),20178,45019,Lawrimore Park,Park and Recreation Area,9362,14
Point (-79.9411269999999945 32.77694850000000315),20182,45019,Colonial Lake,Park and Recreation Area,9362,13
Point (-79.93052340000002687 32.77701539999998204),20185,45019,Washington Square,Park and Recreation Area,9362,17
Point (-79.92545530000001008 32.77897600000000011),20209,45019,Waterfront Park,Park and Recreation Area,9362,15
Point (-79.94786840000000439 32.77920110000002296),20212,45019,Alberta Long Park,Park and Recreation Area,9362,17
Point (-79.87035170000001472 32.77967080000001943),20218,45019,Alhambra Hall,Amusement Park,9902,13
Point (-79.86983800000001565 32.77995690000000195),20220,45019,Alhambra Park,Amusement Park,9902,13
Point (-79.93635180000001128 32.78027500000001737),20225,45019,Logan Street Triangle,Park and Recreation Area,9362,21
Point (-79.99545249999999896 32.78138419999999087),20235,45019,Charleston Tennis Center,Park and Recreation Area,9362,24
Point (-79.94696790000000419 32.78213340000002063),20240,45019,Lucas Park,Park and Recreation Area,9362,10
Point (-79.94390179999999191 32.78278440000002547),20247,45019,Cannon Park,Park and Recreation Area,9362,11
Point (-79.86033270000001494 32.78291769999998451),20248,45019,The Old Village Landing,Park and Recreation Area,9362,23
Point (-79.93209100000001399 32.78351600000002009),20256,45019,Courtenay Square,Park and Recreation Area,9362,16
Point (-79.78918029999999817 32.78417450000000599),20269,45019,Walk On The Beach,Beach,9357,17
Point (-79.78783920000000762 32.78526030000000446),20286,45019,Public Beach Access,Beach,9357,19
Point (-80.01654669999999214 32.78546699999998282),20289,45019,Randolph Park,Park and Recreation Area,9362,13
Point (-79.93121630000001687 32.78592689999999266),20292,45019,Theodora Park,Park and Recreation Area,9362,13
Point (-79.93569009999998798 32.78690510000001268),20302,45019,Marion Square,Park and Recreation Area,9362,13
Point (-79.92738910000002761 32.78711070000002792),20306,45019,Ansonborough Fields/concord Park,Amusement Park,9902,32
Point (-79.78516239999999016 32.78718639999999596),20307,45019,Edge Of America,Beach,9357,15
Point (-79.92745930000000953 32.78770070000001624),20316,45019,Gadsdenboro Park,Park and Recreation Area,9362,16
Point (-79.89872009999999136 32.78772980000002235),20317,45019,Patriots Point Links,Golf Course,9911,20
Point (-79.78686709999999493 32.78780660000001035),20319,45019,Isle Of Palms County Park,Beach,9357,25
Point (-79.92520780000000968 32.78832340000002432),20326,45019,Charleston Maritime Center,Park and Recreation Area,9362,26
Point (-79.93474090000000842 32.78852089999998043),20329,45019,Wragg Square,Park and Recreation Area,9362,12
Point (-79.92957610000001978 32.78858910000002425),20330,45019,East Bay - Calhoun Park,Park and Recreation Area,9362,23
Point (-79.92951510000000326 32.78877710000000434),20334,45019,East Bay/Calhoun Street Park,Park and Recreation Area,9362,28
Point (-79.78810190000001512 32.78881200000000717),20335,45019,Downtown Isle Of Palms,Beach,9357,22
Point (-79.95979180000000497 32.78898880000002691),20336,45019,Brittlebank Park,Amusement Park,9902,16
Point (-79.95139440000002651 32.78900679999998147),20337,45019,Septima Clark Park,Park and Recreation Area,9362,18
Point (-79.78039740000002666 32.7891144999999824),20341,45019,Isle Of Palms 23Rd Ave Beach Access,Beach,9357,35
Point (-79.77749840000001313 32.78921730000001844),20344,45019,25Th Ave Beach Access,Beach,9357,21
Point (-79.98985329999999294 32.78946560000002819),20347,45019,Ackerman Dog Park,Park and Recreation Area,9362,17
Point (-79.93372060000001511 32.78986579999997275),20354,45019,Chapel Street Fountain Park,Park and Recreation Area,9362,27
Point (-79.9263368000000014 32.79041730000000143),20359,45019,Liberty Square,Park and Recreation Area,9362,14
Point (-79.93634040000000596 32.79051520000001574),20362,45019,Wragg Mall,Park and Recreation Area,9362,10
Point (-79.93400120000001152 32.79055779999998776),20363,45019,Tiedemann Park,Park and Recreation Area,9362,14
Point (-79.93300720000002002 32.79068289999997887),20367,45019,Chapel Street Fountain Park,Park and Recreation Area,9362,27
Point (-79.77536700000001701 32.79135300000001507),20376,45019,27Th Ave Beach Access,Beach,9357,21
Point (-79.9994474000000082 32.7916351000000077),20380,45019,Wls Aquatic Center,Beach,9357,18
Point (-79.9994474000000082 32.7916351000000077),20381,45019,Forest Park Playground,Amusement Park,9902,22
Point (-80.19781180000001086 32.79165719999997464),20383,45019,Caw Caw County Park,Park and Recreation Area,9362,19
Point (-79.95834910000002083 32.79174629999999979),20387,45019,Stoney Field,Park and Recreation Area,9362,12
Point (-79.93368110000000115 32.7918217999999797),20389,45019,Judith St Triangle,Park and Recreation Area,9362,18
Point (-79.92651380000000927 32.79184550000002218),20390,45019,Charlotte Street Park,Park and Recreation Area,9362,21
Point (-79.77662240000000793 32.79192640000002257),20391,45019,20Th Ave Iop,Beach,9357,12
Point (-79.95291290000000117 32.79221380000001318),20396,45019,Harmon Field,Amusement Park,9902,12
Point (-79.93475640000002613 32.79374849999999242),20406,45019,House Park,Park and Recreation Area,9362,10
Point (-79.94702219999999215 32.79376409999997577),20408,45019,Elliotborough Park and Community Garden,Park and Recreation Area,9362,39
Point (-79.93507280000000037 32.79384729999998171),20410,45019,Flag Park,Park and Recreation Area,9362,9
Point (-79.85290520000000924 32.7938841999999795),20411,45019,Swordfish Amusement,Amusement Park,9902,19
Point (-79.76561240000000907 32.79412619999999379),20414,45019,Iop Beach 35Th Street,Beach,9357,21
Point (-79.94854320000001735 32.79423739999998588),20416,45019,Mitchell Playground,Park and Recreation Area,9362,19
Point (-79.90253500000000031 32.79424399999999196),20417,45019,Patriots Point Athletics Complex,Park and Recreation Area,9362,32
Point (-79.93539070000002766 32.79445349999997461),20420,45019,America - Amherst Mini Park,Park and Recreation Area,9362,27
Point (-79.95584800000000314 32.79463920000000599),20422,45019,Jack Adams Tennis Center,Park and Recreation Area,9362,24
Point (-79.775601800000004 32.79486689999998816),20427,45019,Iop Rec Center Playground,Amusement Park,9902,25
Point (-80.00153540000002295 32.79554050000001553),20434,45019,St. Andrew's Parish Parks & Playground,Amusement Park,9902,38
Point (-79.94542730000000574 32.79581389999998464),20439,45019,Coming - Crosstown Park,Park and Recreation Area,9362,23
Point (-79.93641710000002831 32.79584740000001375),20440,45019,Hampstead Square,Park and Recreation Area,9362,16
Point (-79.93665099999998347 32.79635039999999435),20445,45019,Mall Playground,Park and Recreation Area,9362,15
Point (-79.75752199999999448 32.7964020000000005),20446,45019,41St Ave Access,Beach,9357,15
Point (-79.93601000000001022 32.79658690000002252),20448,45019,East Hampstead Square Park - Sister Marguerite Conway Park,Park and Recreation Area,9362,58
Point (-79.95280819999999267 32.79725669999999127),20453,45019,Allan Park,Park and Recreation Area,9362,10
Point (-79.76193310000002157 32.79755629999999655),20455,45019,3800 Block Isle Of Palms,Beach,9357,24
Point (-79.75667939999999589 32.79764710000000605),20457,45019,42Nd St Beach Access,Beach,9357,20
Point (-79.74978740000000244 32.79836369999998169),20460,45019,Isle of Palms,Beach,9357,13
Point (-79.94939479999999321 32.79878170000000637),20466,45019,Hampton Park,Amusement Park,9902,12
Point (-79.93562830000001895 32.79915699999997969),20470,45019,St. Julian Devine Community Center,Park and Recreation Area,9362,34
Point (-79.93965639999998984 32.79975400000000718),20476,45019,Martin Park,Park and Recreation Area,9362,11
Point (-79.95412290000001576 32.80006900000000769),20479,45019,Hampton Park,Park and Recreation Area,9362,12
Point (-79.95782880000001569 32.80053029999999126),20484,45019,Hampton Park,Park and Recreation Area,9362,12
Point (-79.95370500000001357 32.80075299999998606),20488,45019,McMahon Playground,Park and Recreation Area,9362,18
Point (-79.9492437000000109 32.80135489999997844),20496,45019,Gettin Wrecked Recreational Park,Park and Recreation Area,9362,32
Point (-79.75152370000000701 32.8014643999999862),20497,45019,My Iop Beach Spot At 49Th Avenue,Beach,9357,32
Point (-79.90321310000001631 32.80151960000000599),20498,45019,Mt. Pleasant Waterfront Park Playground,Amusement Park,9902,39
Point (-80.07881869999999935 32.80193150000002333),20500,45019,Carolina Bay Fire Pit,Beach,9357,21
Point (-79.9861938999999893 32.80398760000002767),20528,45019,Legare Waring House,Park and Recreation Area,9362,19
Point (-80.00266920000001392 32.80468689999997878),20536,45019,Lenevar Park,Park and Recreation Area,9362,12
Point (-79.73867280000001756 32.80553930000002083),20540,45019,Wild Dunes Harbor Golf Course,Golf Course,9911,29
Point (-79.73867280000001756 32.80553930000002083),20541,45019,Wild Dunes Beach,Beach,9357,16
Point (-79.94456800000000385 32.80600500000002739),20544,45019,Cool Blow Park/Simmmons Playground,Amusement Park,9902,34
Point (-79.99501470000001291 32.80682439999998223),20551,45019,Old Towne Creek County Park,Park and Recreation Area,9362,27
Point (-79.94798620000000255 32.80762679999997999),20562,45019,I-26 Linear Park,Park and Recreation Area,9362,16
Point (-79.98657919999999422 32.80810259999998379),20567,45019,Charles Towne Landing,Park and Recreation Area,9362,21
Point (-79.95883939999998802 32.8088106999999809),20574,45019,Corrine Jones Park,Amusement Park,9902,18
Point (-79.72376350000001821 32.80999329999997371),20587,45019,Summer House,Beach,9357,12
Point (-79.72127119999998968 32.81188919999999598),20611,45019,Seascape,Beach,9357,8
Point (-79.87397229999999126 32.8132605000000126),20626,45019,I'on Soccer Field & Park,Park and Recreation Area,9362,24
Point (-80.04337659999998777 32.81352820000000747),20629,45019,St Francis Labyrinth,Park and Recreation Area,9362,20
Point (-79.72304400000001579 32.81406500000002779),20631,45019,Wild Dunes-Links Course,Golf Course,9911,23
Point (-79.72238060000000814 32.81660510000000386),20649,45019,"Raubach, Sc",Beach,9357,11
Point (-79.88116250000001628 32.81663750000001301),20651,45019,I'On Village,Park and Recreation Area,9362,12
Point (-79.99846289999999271 32.81731189999999287),20656,45019,Mary Utsey Park,Park and Recreation Area,9362,15
Point (-79.99835999999999103 32.81796800000000758),20666,45019,Orange Grove Park,Park and Recreation Area,9362,17
Point (-79.88034840000000258 32.81942700000001878),20685,45019,Perserverance Square,Park and Recreation Area,9362,20
Point (-80.05892490000002226 32.82025690000000395),20696,45019,West Ashley Park,Amusement Park,9902,16
Point (-81.16550460000001976 32.83172050000001718),20800,45049,Lake Warren State Park,Park and Recreation Area,9362,22
Point (-79.98656820000002199 32.834657199999981),20818,45019,Northbridge Park,Park and Recreation Area,9362,16
Point (-79.81940120000001571 32.84152729999999565),20882,45019,Snee Farm Country Club,Golf Course,9911,22
Point (-79.82356060000000753 32.8418591999999876),20885,45019,Snee Farm Country Club,Golf Course,9911,22
Point (-80.07509140000001935 32.84283720000001949),20892,45019,Shadowmoss Plantation Golf Club,Golf Course,9911,31
Point (-79.90506640000000971 32.84413110000002689),20904,45015,Pirates Cove Playground,Amusement Park,9902,23
Point (-79.87632600000000593 32.84588000000002239),20917,45019,Sky Zone,Amusement Park,9902,8
Point (-79.90818230000002131 32.84589340000002267),20919,45015,Smythe Park,Park and Recreation Area,9362,11
Point (-79.8628760000000284 32.84993819999999687),20967,45019,Belle Hall Playground,Amusement Park,9902,21
Point (-80.07176420000001826 32.85422749999997905),21002,45019,Drayton Hall Elementary Playground,Amusement Park,9902,34
Point (-79.91125970000001644 32.85427770000001146),21003,45015,Center Park,Amusement Park,9902,11
Point (-80.0725800000000163 32.85549200000002656),21006,45019,City Of Charleston Ashley River Road Bike Path,Park and Recreation Area,9362,46
