state_fips,state,geoid,census_tract_2,year,value,data_comment,tract_latitude,tract_longitude
45,South Carolina,45091060700,"York County, SC - 45091060700",2016,24.40%,,+34.9606397,-081.0380086
45,South Carolina,45091060802,"York County, SC - 45091060802",2016,38.10%,,+34.9522975,-081.0020082
45,South Carolina,45091060803,"York County, SC - 45091060803",2016,28.40%,,+34.9607591,-081.0222741
45,South Carolina,45091060804,"York County, SC - 45091060804",2016,33.40%,,+34.9707405,-081.0072752
45,South Carolina,45091060901,"York County, SC - 45091060901",2016,28.80%,,+34.9579150,-080.9758058
45,South Carolina,45091060904,"York County, SC - 45091060904",2016,5.60%,,+34.9770039,-081.1018961
45,South Carolina,45091060905,"York County, SC - 45091060905",2016,18.10%,,+34.9584300,-081.0651330
45,South Carolina,45091060906,"York County, SC - 45091060906",2016,5.80%,,+35.0125319,-081.0614382
45,South Carolina,45091060907,"York County, SC - 45091060907",2016,12.10%,,+34.9949457,-081.0157575
45,South Carolina,45091061003,"York County, SC - 45091061003",2016,13.50%,,+35.0459807,-081.0121273
45,South Carolina,45091061004,"York County, SC - 45091061004",2016,14.10%,,+35.0120768,-080.9768143
45,South Carolina,45091061005,"York County, SC - 45091061005",2016,17.40%,,+35.0499459,-080.9660887
45,South Carolina,45091061006,"York County, SC - 45091061006",2016,24.20%,,+35.0837032,-080.9455792
45,South Carolina,45091061007,"York County, SC - 45091061007",2016,23.10%,,+35.0770172,-080.9234531
45,South Carolina,45091061008,"York County, SC - 45091061008",2016,12.20%,,+35.0473511,-080.9171559
45,South Carolina,45091061101,"York County, SC - 45091061101",2016,7.20%,,+35.0203157,-080.9347880
45,South Carolina,45091061103,"York County, SC - 45091061103",2016,5.90%,,+34.9732156,-080.9385943
45,South Carolina,45091061104,"York County, SC - 45091061104",2016,4.50%,,+34.9813666,-080.8999384
45,South Carolina,45091061201,"York County, SC - 45091061201",2016,10.20%,,+34.9106162,-080.9614516
45,South Carolina,45091061202,"York County, SC - 45091061202",2016,1.10%,,+34.9090577,-080.8937232
45,South Carolina,45091061203,"York County, SC - 45091061203",2016,3.30%,,+34.8511086,-080.9339622
45,South Carolina,45091061301,"York County, SC - 45091061301",2016,7.90%,,+34.8868433,-081.0383810
45,South Carolina,45091061302,"York County, SC - 45091061302",2016,1.90%,,+34.8531593,-081.0743516
45,South Carolina,45091061401,"York County, SC - 45091061401",2016,0.50%,,+34.8865633,-081.2521805
45,South Carolina,45091061403,"York County, SC - 45091061403",2016,1.70%,,+34.9101147,-081.1249061
45,South Carolina,45091061404,"York County, SC - 45091061404",2016,9.60%,,+34.9338723,-081.0767709
45,South Carolina,45091061501,"York County, SC - 45091061501",2016,1.80%,,+35.0340052,-081.2596548
45,South Carolina,45091061502,"York County, SC - 45091061502",2016,1.50%,,+34.9727579,-081.1916550
45,South Carolina,45091061601,"York County, SC - 45091061601",2016,6.70%,,+34.9915480,-081.2629540
45,South Carolina,45091061602,"York County, SC - 45091061602",2016,11.50%,,+34.9921871,-081.2207561
45,South Carolina,45091061701,"York County, SC - 45091061701",2016,0.50%,,+35.1053531,-081.3302319
45,South Carolina,45091061705,"York County, SC - 45091061705",2016,1.70%,,+35.1201723,-081.1896542
45,South Carolina,45091061706,"York County, SC - 45091061706",2016,2.40%,,+35.1019001,-081.1082127
45,South Carolina,45091061707,"York County, SC - 45091061707",2016,7.10%,,+35.1328855,-081.0658123
45,South Carolina,45091061708,"York County, SC - 45091061708",2016,6.80%,,+35.0650371,-081.0753760
45,South Carolina,45091061801,"York County, SC - 45091061801",2016,8.20%,,+35.1252818,-081.2174193
45,South Carolina,45091061802,"York County, SC - 45091061802",2016,5.10%,,+35.0920972,-081.2223217
45,South Carolina,45091061900,"York County, SC - 45091061900",2016,0.40%,,+34.9358730,-081.4112177
